Source,Target,Weight
Environ Microbiol Rep,Int J Biol Sci,1
Environ Microbiol Rep,Curr Biol,1
Environ Microbiol Rep,Trends Biotechnol,1
Environ Microbiol Rep,Genetics,1
Environ Microbiol Rep,Biochem Biophys Res Commun,1
Environ Microbiol Rep,Nat Rev Microbiol,1
Environ Microbiol Rep,Mol Plant,1
Environ Microbiol Rep,Environ Microbiol,5
Environ Microbiol Rep,Appl Microbiol Biotechnol,1
Environ Microbiol Rep,J Clin Microbiol,1
Mol Cell,Nat Methods,3
Mol Cell,Sci Rep,15
Mol Cell,Oncogene,1
Mol Cell,Environ Microbiol Rep,1
Mol Cell,PLoS Genet,12
Mol Cell,PLoS One,17
Mol Cell,Nat Protoc,6
Mol Cell,Methods Mol Biol,22
Mol Cell,Nature,39
Mol Cell,Oncotarget,7
Mol Cell,Proc Natl Acad Sci U S A,38
Mol Cell,Science,45
Mol Cell,J Biol Chem,16
Mol Cell,Nucleic Acids Res,43
Mol Cell,ACS Synth Biol,6
Mol Cell,Plant Cell Rep,1
Mol Cell,Cold Spring Harb Protoc,2
Mol Cell,J Bacteriol,12
Mol Cell,Nat Commun,14
Mol Cell,Metab Eng,2
Mol Cell,Genome Announc,1
Mol Cell,Mol Ther,4
Mol Cell,Cell Syst,2
Mol Cell,Cell Rep,14
Mol Cell,J Virol,3
Mol Cell,Cell Mol Life Sci,3
Mol Cell,Philos Trans R Soc Lond B Biol Sci,1
Mol Cell,Int J Syst Evol Microbiol,1
Mol Cell,Cell Metab,1
Mol Cell,Protein Cell,3
Mol Cell,Cell,28
Mol Cell,Elife,8
Mol Cell,Cancer Discov,1
Mol Cell,Yi Chuan,1
Mol Cell,Genome Res,7
Mol Cell,Nat Microbiol,1
Mol Cell,Genome Biol,15
Mol Cell,BMC Genomics,2
Mol Cell,Stem Cells Transl Med,2
Mol Cell,G3 (Bethesda),5
Mol Cell,Cancer Sci,1
Mol Cell,Genome Biol Evol,5
Mol Cell,Hum Mol Genet,3
Mol Cell,Front Mol Biosci,2
Mol Cell,Front Plant Sci,1
Mol Cell,Front Mol Neurosci,1
Mol Cell,Biol Direct,5
Mol Cell,J Integr Plant Biol,1
Mol Cell,MBio,8
Mol Cell,Mol Ther Nucleic Acids,3
Mol Cell,Virol J,1
Mol Cell,Nat Plants,2
Mol Cell,RNA Biol,38
Mol Cell,Nat Chem Biol,1
Mol Cell,Int J Mol Sci,3
Mol Cell,Front Microbiol,3
Mol Cell,Plant Biotechnol J,1
Mol Cell,Nat Biotechnol,17
Mol Cell,Mol Ther Methods Clin Dev,1
Mol Cell,Nat Struct Mol Biol,18
Mol Cell,Mol Cell Biol,1
Mol Cell,Int J Med Microbiol,2
Mol Cell,FEBS J,1
Mol Cell,Stem Cell Reports,1
Mol Cell,Cell Stem Cell,6
Mol Cell,Bioinformatics,2
Mol Cell,Infect Genet Evol,1
Mol Cell,Cell Res,9
Mol Cell,J Cell Biochem,1
Mol Cell,Extremophiles,6
Mol Cell,Proc Biol Sci,1
Mol Cell,Development,4
Mol Cell,Biochem J,7
Mol Cell,J Ind Microbiol Biotechnol,1
Mol Cell,Nat Neurosci,1
Mol Cell,Int J Biol Sci,2
Mol Cell,Brief Funct Genomics,1
Mol Cell,Stem Cell Res,1
Mol Cell,Angew Chem Int Ed Engl,1
Mol Cell,Biol Chem,3
Mol Cell,J Genet Genomics,5
Mol Cell,Mol Microbiol,16
Mol Cell,Zhonghua Liu Xing Bing Xue Za Zhi,2
Mol Cell,Cancer Res,2
Mol Cell,Viruses,1
Mol Cell,Appl Environ Microbiol,3
Mol Cell,DNA Repair (Amst),1
Mol Cell,Transgenic Res,1
Mol Cell,Mol Cancer Res,1
Mol Cell,Cell Host Microbe,1
Mol Cell,BMC Biol,3
Mol Cell,Anal Chem,2
Mol Cell,J Clin Invest,1
Mol Cell,J Control Release,1
Mol Cell,Am J Hum Genet,1
Mol Cell,Hum Gene Ther,5
Mol Cell,Hepatology,1
Mol Cell,Genes Dev,10
Mol Cell,Methods Cell Biol,1
Mol Cell,Curr Biol,2
Mol Cell,Biotechnol Bioeng,3
Mol Cell,Trends Genet,2
Mol Cell,Stem Cells,1
Mol Cell,Trends Biotechnol,5
Mol Cell,Methods Enzymol,8
Mol Cell,Anal Biochem,1
Mol Cell,Trends Microbiol,6
Mol Cell,Protein Sci,2
Mol Cell,PLoS Pathog,2
Mol Cell,Eur Urol,1
Mol Cell,Curr Microbiol,3
Mol Cell,J Biotechnol,1
Mol Cell,Cancer Cell,1
Mol Cell,Curr Opin Biotechnol,1
Mol Cell,Insect Biochem Mol Biol,3
Mol Cell,Cell Biochem Biophys,1
Mol Cell,Genetics,3
Mol Cell,Gut,1
Mol Cell,Biochem Biophys Res Commun,1
Mol Cell,J Neurosci Res,1
Mol Cell,Nat Rev Genet,4
Mol Cell,Biotechnol J,1
Mol Cell,Curr Opin Immunol,2
Mol Cell,Wei Sheng Wu Xue Bao,5
Mol Cell,J Vis Exp,1
Mol Cell,Nat Rev Microbiol,14
Mol Cell,Nat Rev Neurosci,1
Mol Cell,Plant Physiol,1
Mol Cell,Front Genet,3
Mol Cell,Neoplasia,1
Mol Cell,Retrovirology,1
Mol Cell,Parasitology,1
Mol Cell,Mol Plant,4
Mol Cell,Appl Biochem Biotechnol,1
Mol Cell,Cell Death Differ,1
Mol Cell,Biomed Res Int,1
Mol Cell,Gene Ther,3
Mol Cell,RNA,12
Mol Cell,Parasit Vectors,1
Mol Cell,Virology,1
Mol Cell,Haematologica,1
Mol Cell,Biomaterials,2
Mol Cell,Annu Rev Biophys,1
Mol Cell,Annu Rev Biochem,1
Mol Cell,Bacteriophage,1
Mol Cell,AIDS,1
Mol Cell,EMBO Mol Med,2
Mol Cell,World J Microbiol Biotechnol,1
Mol Cell,Neurochem Res,1
Mol Cell,Arterioscler Thromb Vasc Biol,2
Mol Cell,BMC Plant Biol,2
Mol Cell,FEBS Lett,3
Mol Cell,?,1
Mol Cell,Curr Opin Microbiol,8
Mol Cell,BMC Mol Biol,1
Mol Cell,Seikagaku,2
Mol Cell,Insect Mol Biol,1
Mol Cell,ISME J,4
Mol Cell,Microbiology,2
Mol Cell,Structure,16
Mol Cell,Antiviral Res,1
Mol Cell,Acta Crystallogr D Struct Biol,2
Mol Cell,BMC Microbiol,1
Mol Cell,Biochem Pharmacol,1
Mol Cell,Sheng Wu Gong Cheng Xue Bao,1
Mol Cell,GM Crops Food,1
Mol Cell,Curr Protoc Mouse Biol,1
Mol Cell,Expert Opin Biol Ther,2
Mol Cell,Environ Microbiol,3
Mol Cell,Mol Pharm,1
Mol Cell,Biol Pharm Bull,1
Mol Cell,Int J Parasitol,1
Mol Cell,ACS Chem Biol,3
Mol Cell,Acta Biochim Biophys Sin (Shanghai),2
Mol Cell,Tumour Biol,1
Mol Cell,PLoS Comput Biol,2
Mol Cell,Gastroenterology,1
Mol Cell,Annu Rev Food Sci Technol,2
Mol Cell,Dev Cell,2
Mol Cell,Methods,8
Mol Cell,Toxins (Basel),1
Mol Cell,Mol Biosyst,2
Mol Cell,FEMS Microbiol Rev,4
Mol Cell,J Med Microbiol,1
Mol Cell,J Mol Biol,8
Mol Cell,Nat Rev Immunol,1
Mol Cell,J Pathol,2
Mol Cell,Plant Mol Biol,1
Mol Cell,FEMS Microbiol Lett,2
Mol Cell,Acta Crystallogr F Struct Biol Commun,3
Mol Cell,J Food Sci,2
Mol Cell,Hum Mutat,1
Mol Cell,Annu Rev Genet,7
Mol Cell,Zhongguo Fei Ai Za Zhi,1
Mol Cell,J Gen Virol,1
Mol Cell,J Clin Microbiol,4
Mol Cell,FASEB J,1
Mol Cell,Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,2
Mol Cell,Annu Rev Microbiol,1
Mol Cell,Biosci Rep,2
Mol Cell,EMBO J,13
Mol Cell,J Biomol Struct Dyn,4
Mol Cell,J Insect Physiol,1
Mol Cell,Food Microbiol,1
Mol Cell,Hear Res,1
Mol Cell,Curr Opin Virol,2
Mol Cell,Curr Opin Struct Biol,3
Mol Cell,Int J Food Microbiol,2
Mol Cell,JAMA,1
Mol Cell,Microbiol Mol Biol Rev,2
Mol Cell,BMC Genet,1
Mol Cell,Trends Biochem Sci,6
Mol Cell,Foodborne Pathog Dis,1
Mol Cell,J Orthop Res,1
Mol Cell,Biochem Soc Trans,15
Mol Cell,J Dairy Sci,1
Mol Cell,Rice (N Y),1
Mol Cell,Expert Opin Ther Targets,1
Mol Cell,PeerJ,1
Mol Cell,Antimicrob Agents Chemother,1
Mol Cell,F1000Prime Rep,2
Mol Cell,Phys Life Rev,1
Mol Cell,Wiley Interdiscip Rev RNA,1
Mol Cell,Acta Crystallogr Sect F Struct Biol Cryst Commun,3
Mol Cell,Proteins,4
Mol Cell,Eur J Clin Microbiol Infect Dis,1
Mol Cell,Mol Cell Proteomics,9
Mol Cell,BMC Infect Dis,1
Mol Cell,Cold Spring Harb Perspect Biol,3
Mol Cell,F1000 Biol Rep,2
Zoolog Sci,Dev Biol,1
Front Pharmacol,Sci Rep,4
Front Pharmacol,PLoS Genet,1
Front Pharmacol,PLoS One,3
Front Pharmacol,Nature,1
Front Pharmacol,Oncotarget,1
Front Pharmacol,Proc Natl Acad Sci U S A,1
Front Pharmacol,Science,1
Front Pharmacol,J Biol Chem,1
Front Pharmacol,Nucleic Acids Res,2
Front Pharmacol,ACS Synth Biol,1
Front Pharmacol,Nat Commun,1
Front Pharmacol,Genome Announc,1
Front Pharmacol,J Virol,1
Front Pharmacol,Cell Mol Life Sci,2
Front Pharmacol,Protein Cell,2
Front Pharmacol,Cell,3
Front Pharmacol,Cancer Discov,1
Front Pharmacol,Sci Adv,1
Front Pharmacol,BMC Genomics,2
Front Pharmacol,G3 (Bethesda),1
Front Pharmacol,Nat Biotechnol,1
Front Pharmacol,Stem Cell Reports,1
Front Pharmacol,Cell Stem Cell,1
Front Pharmacol,Nat Neurosci,1
Front Pharmacol,Angew Chem Int Ed Engl,1
Front Pharmacol,J Genet Genomics,1
Front Pharmacol,Hum Genet,1
Front Pharmacol,Appl Environ Microbiol,1
Front Pharmacol,Am J Hum Genet,1
Front Pharmacol,Genes Dev,1
Front Pharmacol,Stem Cells,1
Front Pharmacol,Anal Biochem,1
Front Pharmacol,Am J Physiol Lung Cell Mol Physiol,1
Front Pharmacol,J Cell Sci,1
Front Pharmacol,Mol Plant,1
Front Pharmacol,Cell Death Differ,1
Front Pharmacol,Cell Biosci,1
Front Pharmacol,Dev Cell,1
Front Pharmacol,Gen Comp Endocrinol,1
Front Pharmacol,Genomics Proteomics Bioinformatics,1
Front Pharmacol,J Mol Cell Biol,2
Front Pharmacol,J Gen Virol,1
Front Pharmacol,Eukaryot Cell,1
Front Pharmacol,FASEB J,1
Chem Soc Rev,J Natl Cancer Inst,1
PLoS Genet,Nat Methods,1
PLoS Genet,Adv Exp Med Biol,1
PLoS Genet,Sci Rep,19
PLoS Genet,Environ Microbiol Rep,4
PLoS Genet,Mol Cell,12
PLoS Genet,Front Pharmacol,1
PLoS Genet,PLoS One,21
PLoS Genet,Nat Protoc,3
PLoS Genet,Methods Mol Biol,11
PLoS Genet,Nature,11
PLoS Genet,Oncotarget,5
PLoS Genet,Proc Natl Acad Sci U S A,17
PLoS Genet,Science,12
PLoS Genet,J Biol Chem,6
PLoS Genet,Clin Cancer Res,1
PLoS Genet,Nucleic Acids Res,26
PLoS Genet,ACS Synth Biol,4
PLoS Genet,Cold Spring Harb Protoc,2
PLoS Genet,J Bacteriol,11
PLoS Genet,Nat Commun,17
PLoS Genet,Stand Genomic Sci,3
PLoS Genet,Mol Ther,1
PLoS Genet,Cell Rep,1
PLoS Genet,J Virol,4
PLoS Genet,Cell Mol Life Sci,3
PLoS Genet,Protein Cell,4
PLoS Genet,Cell,9
PLoS Genet,Cancer Discov,1
PLoS Genet,Yi Chuan,2
PLoS Genet,Sci Adv,1
PLoS Genet,Genome Res,4
PLoS Genet,Nat Microbiol,2
PLoS Genet,Acta Pharmacol Sin,1
PLoS Genet,Genome Biol,7
PLoS Genet,BMC Genomics,8
PLoS Genet,Stem Cells Transl Med,2
PLoS Genet,G3 (Bethesda),3
PLoS Genet,Cancer Sci,1
PLoS Genet,Genome Biol Evol,6
PLoS Genet,Hum Mol Genet,2
PLoS Genet,Front Mol Biosci,2
PLoS Genet,Front Plant Sci,1
PLoS Genet,Front Mol Neurosci,2
PLoS Genet,Biol Direct,1
PLoS Genet,J Integr Plant Biol,1
PLoS Genet,MBio,12
PLoS Genet,Mol Ther Nucleic Acids,1
PLoS Genet,Virus Res,1
PLoS Genet,Virol J,1
PLoS Genet,Nat Plants,1
PLoS Genet,RNA Biol,17
PLoS Genet,Nat Chem Biol,1
PLoS Genet,Front Microbiol,4
PLoS Genet,Nat Biotechnol,5
PLoS Genet,Mol Ther Methods Clin Dev,1
PLoS Genet,Nat Struct Mol Biol,4
PLoS Genet,Int J Med Microbiol,1
PLoS Genet,Plant J,3
PLoS Genet,FEBS J,1
PLoS Genet,Stem Cell Reports,2
PLoS Genet,Biol Open,1
PLoS Genet,Cell Stem Cell,5
PLoS Genet,Bioinformatics,2
PLoS Genet,Cell Res,5
PLoS Genet,Extremophiles,1
PLoS Genet,Proc Biol Sci,2
PLoS Genet,Development,1
PLoS Genet,Dev Biol,1
PLoS Genet,Biochem J,1
PLoS Genet,Biotechnol Lett,3
PLoS Genet,Int J Biol Sci,1
PLoS Genet,Brief Funct Genomics,1
PLoS Genet,Biol Chem,2
PLoS Genet,J Genet Genomics,2
PLoS Genet,Mol Microbiol,9
PLoS Genet,Hum Genet,2
PLoS Genet,Zhonghua Liu Xing Bing Xue Za Zhi,1
PLoS Genet,Stem Cells Dev,1
PLoS Genet,Cancer Res,1
PLoS Genet,Viruses,4
PLoS Genet,Appl Environ Microbiol,3
PLoS Genet,Ann Rheum Dis,1
PLoS Genet,Cell Host Microbe,1
PLoS Genet,BMC Biol,4
PLoS Genet,Anal Chem,1
PLoS Genet,J Clin Invest,1
PLoS Genet,Transl Perioper Pain Med,1
PLoS Genet,Am J Hum Genet,3
PLoS Genet,Hum Gene Ther,2
PLoS Genet,Dis Model Mech,3
PLoS Genet,Dongwuxue Yanjiu,1
PLoS Genet,Cell Discov,1
PLoS Genet,Curr Biol,2
PLoS Genet,Biotechnol Bioeng,1
PLoS Genet,Cell Microbiol,2
PLoS Genet,Stem Cells,2
PLoS Genet,Trends Biotechnol,1
PLoS Genet,Methods Enzymol,1
PLoS Genet,Bioessays,1
PLoS Genet,Anal Biochem,1
PLoS Genet,Trends Microbiol,2
PLoS Genet,PLoS Pathog,3
PLoS Genet,Eur Urol,1
PLoS Genet,Curr Microbiol,1
PLoS Genet,J Biotechnol,3
PLoS Genet,Cancer Cell,1
PLoS Genet,Curr Opin Biotechnol,1
PLoS Genet,Insect Biochem Mol Biol,1
PLoS Genet,Genetics,11
PLoS Genet,Biochem Biophys Res Commun,2
PLoS Genet,Nat Rev Genet,1
PLoS Genet,Biotechnol J,1
PLoS Genet,Curr Opin Immunol,2
PLoS Genet,Wei Sheng Wu Xue Bao,2
PLoS Genet,J Vis Exp,2
PLoS Genet,Curr Opin Chem Biol,1
PLoS Genet,Nat Rev Microbiol,7
PLoS Genet,Plant Physiol,2
PLoS Genet,J Cell Sci,1
PLoS Genet,Parasitol Res,1
PLoS Genet,Mol Plant,5
PLoS Genet,Gene Ther,1
PLoS Genet,RNA,1
PLoS Genet,Trends Parasitol,1
PLoS Genet,Virology,1
PLoS Genet,Autophagy,1
PLoS Genet,Annu Rev Biochem,1
PLoS Genet,EMBO Mol Med,1
PLoS Genet,Mol Biol Cell,1
PLoS Genet,World J Microbiol Biotechnol,1
PLoS Genet,Neurochem Res,1
PLoS Genet,BMC Plant Biol,1
PLoS Genet,Cell Cycle,1
PLoS Genet,Am J Respir Cell Mol Biol,1
PLoS Genet,FEBS Lett,1
PLoS Genet,?,1
PLoS Genet,Sci Signal,1
PLoS Genet,Curr Opin Microbiol,5
PLoS Genet,Insect Mol Biol,1
PLoS Genet,ISME J,3
PLoS Genet,Microbiology,4
PLoS Genet,Structure,2
PLoS Genet,Antiviral Res,1
PLoS Genet,BMC Microbiol,1
PLoS Genet,Mob Genet Elements,3
PLoS Genet,GM Crops Food,1
PLoS Genet,Expert Opin Biol Ther,1
PLoS Genet,Environ Microbiol,1
PLoS Genet,Mol Pharm,1
PLoS Genet,Zhonghua Bing Li Xue Za Zhi,1
PLoS Genet,Acta Biochim Biophys Sin (Shanghai),2
PLoS Genet,PLoS Comput Biol,1
PLoS Genet,Annu Rev Food Sci Technol,1
PLoS Genet,Dev Cell,1
PLoS Genet,Gen Comp Endocrinol,4
PLoS Genet,Infect Immun,2
PLoS Genet,Methods,1
PLoS Genet,J Med Genet,1
PLoS Genet,Nat Rev Immunol,1
PLoS Genet,J Pathol,1
PLoS Genet,Plant Mol Biol,1
PLoS Genet,FEMS Microbiol Lett,2
PLoS Genet,J Mol Cell Biol,2
PLoS Genet,J Food Sci,1
PLoS Genet,Hum Mutat,2
PLoS Genet,J Nanosci Nanotechnol,1
PLoS Genet,Annu Rev Genet,3
PLoS Genet,Zhongguo Fei Ai Za Zhi,1
PLoS Genet,World J Gastroenterol,1
PLoS Genet,Appl Microbiol Biotechnol,2
PLoS Genet,Eukaryot Cell,4
PLoS Genet,J Clin Microbiol,4
PLoS Genet,Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,1
PLoS Genet,Annu Rev Microbiol,3
PLoS Genet,EMBO J,3
PLoS Genet,Microbiol Spectr,1
PLoS Genet,J Biomol Struct Dyn,2
PLoS Genet,Biol Reprod,6
PLoS Genet,J Insect Physiol,1
PLoS Genet,Food Microbiol,1
PLoS Genet,Curr Opin Virol,1
PLoS Genet,Curr Opin Struct Biol,2
PLoS Genet,Int J Food Microbiol,1
PLoS Genet,J Neurosci,1
PLoS Genet,Trends Biochem Sci,2
PLoS Genet,Genes Dis,1
PLoS Genet,Annu Rev Virol,3
PLoS Genet,Future Microbiol,2
PLoS Genet,Biochem Soc Trans,3
PLoS Genet,J Dairy Sci,1
PLoS Genet,PeerJ,1
PLoS Genet,Antimicrob Agents Chemother,1
PLoS Genet,F1000Prime Rep,2
PLoS Genet,Phys Life Rev,1
PLoS Genet,Wiley Interdiscip Rev RNA,1
PLoS Genet,Int J Microbiol,2
PLoS Genet,Mol Cell Proteomics,4
PLoS Genet,Cold Spring Harb Perspect Biol,1
PLoS One,Nat Methods,24
PLoS One,Adv Exp Med Biol,16
PLoS One,Sci Rep,163
PLoS One,Oncogene,5
PLoS One,Mol Cell,17
PLoS One,Front Pharmacol,3
PLoS One,PLoS Genet,21
PLoS One,Nat Protoc,11
PLoS One,Methods Mol Biol,42
PLoS One,Nature,45
PLoS One,Oncotarget,40
PLoS One,Proc Natl Acad Sci U S A,53
PLoS One,Science,23
PLoS One,J Zhejiang Univ Sci B,4
PLoS One,J Biol Chem,21
PLoS One,Clin Cancer Res,6
PLoS One,Nucleic Acids Res,80
PLoS One,ACS Synth Biol,18
PLoS One,Plant Cell Rep,13
PLoS One,Cold Spring Harb Protoc,5
PLoS One,J Bacteriol,24
PLoS One,Reprod Domest Anim,1
PLoS One,Nat Commun,61
PLoS One,Metab Eng,7
PLoS One,Stand Genomic Sci,11
PLoS One,Genome Announc,9
PLoS One,Mol Ther,16
PLoS One,Cell Syst,1
PLoS One,Cell Rep,26
PLoS One,J Virol,7
PLoS One,Cell Mol Life Sci,23
PLoS One,Zebrafish,3
PLoS One,Int J Syst Evol Microbiol,2
PLoS One,Cell Metab,2
PLoS One,Xi Bao Yu Fen Zi Mian Yi Xue Za Zhi,1
PLoS One,Protein Cell,18
PLoS One,Cell,37
PLoS One,Elife,10
PLoS One,Genes Cells,7
PLoS One,Cancer Discov,8
PLoS One,Yi Chuan,13
PLoS One,Sci Adv,5
PLoS One,Genome Res,22
PLoS One,Trends Plant Sci,1
PLoS One,Nat Microbiol,5
PLoS One,Acta Pharmacol Sin,2
PLoS One,Biochim Biophys Acta,3
PLoS One,Genome Biol,22
PLoS One,BMC Genomics,26
PLoS One,Stem Cells Transl Med,8
PLoS One,G3 (Bethesda),22
PLoS One,Cancer Sci,3
PLoS One,Genome Biol Evol,11
PLoS One,Hum Mol Genet,16
PLoS One,J Cell Physiol,1
PLoS One,Front Plant Sci,8
PLoS One,Front Mol Neurosci,3
PLoS One,Biol Direct,2
PLoS One,J Integr Plant Biol,8
PLoS One,MBio,16
PLoS One,Mol Ther Nucleic Acids,7
PLoS One,Virus Res,4
PLoS One,Virol J,5
PLoS One,Nat Plants,4
PLoS One,RNA Biol,51
PLoS One,Nat Chem Biol,4
PLoS One,Int J Mol Sci,16
PLoS One,Front Microbiol,11
PLoS One,Ann Neurol,1
PLoS One,Cell Biol Toxicol,1
PLoS One,Plant Biotechnol J,11
PLoS One,Xenotransplantation,2
PLoS One,Nat Rev Cardiol,1
PLoS One,Nat Biotechnol,43
PLoS One,Mol Ther Methods Clin Dev,7
PLoS One,Nat Struct Mol Biol,7
PLoS One,Mol Cell Biol,4
PLoS One,Int J Med Microbiol,5
PLoS One,Trends Cell Biol,1
PLoS One,Plant J,6
PLoS One,FEBS J,17
PLoS One,Stem Cell Reports,15
PLoS One,Biol Open,13
PLoS One,Cell Stem Cell,26
PLoS One,Bioinformatics,15
PLoS One,Infect Genet Evol,14
PLoS One,Parasitol Int,1
PLoS One,Cell Res,47
PLoS One,J Cell Biochem,1
PLoS One,Extremophiles,1
PLoS One,Proc Biol Sci,6
PLoS One,Development,13
PLoS One,Dev Biol,7
PLoS One,Biochem J,3
PLoS One,J Ind Microbiol Biotechnol,3
PLoS One,Biotechnol Lett,9
PLoS One,Nat Neurosci,5
PLoS One,Int J Biol Sci,13
PLoS One,Theriogenology,5
PLoS One,Brief Funct Genomics,4
PLoS One,Stem Cell Res,2
PLoS One,Angew Chem Int Ed Engl,4
PLoS One,J Cell Biol,3
PLoS One,Clin Chem,2
PLoS One,Biol Chem,3
PLoS One,J Genet Genomics,31
PLoS One,Mol Microbiol,8
PLoS One,Hum Genet,2
PLoS One,Zhonghua Liu Xing Bing Xue Za Zhi,7
PLoS One,Diabetologia,1
PLoS One,Stem Cells Dev,5
PLoS One,Curr Protoc Stem Cell Biol,3
PLoS One,Zhongguo Shi Yan Xue Ye Xue Za Zhi,1
PLoS One,Cancer Res,4
PLoS One,Viruses,3
PLoS One,Nat Med,5
PLoS One,Appl Environ Microbiol,40
PLoS One,DNA Repair (Amst),2
PLoS One,BMC Biotechnol,3
PLoS One,Transgenic Res,2
PLoS One,Ann Rheum Dis,2
PLoS One,Mol Cancer Res,2
PLoS One,Cell Host Microbe,1
PLoS One,Anal Chem,1
PLoS One,J Clin Invest,4
PLoS One,Transl Perioper Pain Med,1
PLoS One,Free Radic Biol Med,4
PLoS One,J Control Release,1
PLoS One,Fly (Austin),1
PLoS One,Am J Hum Genet,6
PLoS One,Hum Gene Ther,14
PLoS One,Dis Model Mech,2
PLoS One,Hepatology,3
PLoS One,Genes Dev,12
PLoS One,Methods Cell Biol,3
PLoS One,Plant Signal Behav,1
PLoS One,Dongwuxue Yanjiu,4
PLoS One,Cell Discov,10
PLoS One,Environ Sci Technol,1
PLoS One,Curr Biol,5
PLoS One,Biotechnol Bioeng,2
PLoS One,Bioresour Technol,2
PLoS One,Sci China Life Sci,4
PLoS One,Evolution,5
PLoS One,Mol Med Rep,1
PLoS One,Stem Cells,8
PLoS One,Trends Biotechnol,3
PLoS One,Methods Enzymol,15
PLoS One,Blood,1
PLoS One,Anal Biochem,9
PLoS One,Trends Microbiol,5
PLoS One,Protein Sci,2
PLoS One,PLoS Pathog,6
PLoS One,Eur Urol,3
PLoS One,Genesis,4
PLoS One,Curr Microbiol,6
PLoS One,J Biotechnol,6
PLoS One,Am J Physiol Lung Cell Mol Physiol,2
PLoS One,Curr Protoc Mol Biol,3
PLoS One,BMC Bioinformatics,5
PLoS One,New Phytol,5
PLoS One,Cancer Cell,5
PLoS One,Curr Opin Biotechnol,1
PLoS One,Insect Biochem Mol Biol,11
PLoS One,Cell Biochem Biophys,1
PLoS One,mSphere,1
PLoS One,Microb Cell Fact,4
PLoS One,Genetics,15
PLoS One,EBioMedicine,1
PLoS One,Mol Oncol,2
PLoS One,Nan Fang Yi Ke Da Xue Xue Bao,1
PLoS One,Biochem Biophys Res Commun,16
PLoS One,J Neurosci Res,4
PLoS One,Nat Rev Genet,2
PLoS One,Biotechnol J,5
PLoS One,Curr Opin Immunol,1
PLoS One,Wei Sheng Wu Xue Bao,15
PLoS One,J Vis Exp,9
PLoS One,Curr Gene Ther,2
PLoS One,Curr Opin Chem Biol,1
PLoS One,Microbiol Immunol,4
PLoS One,Nat Rev Microbiol,12
PLoS One,Curr Issues Mol Biol,2
PLoS One,Plant Physiol,12
PLoS One,Front Genet,1
PLoS One,Hum Reprod Update,1
PLoS One,Mol Plant Pathol,1
PLoS One,Neoplasia,1
PLoS One,J Cell Sci,5
PLoS One,Int J Hematol,1
PLoS One,Parasitol Res,2
PLoS One,Parasitology,3
PLoS One,Annu Rev Genomics Hum Genet,1
PLoS One,Genome Med,6
PLoS One,Mol Plant,33
PLoS One,Leukemia,2
PLoS One,Appl Biochem Biotechnol,2
PLoS One,Cell Death Differ,9
PLoS One,Biomed Res Int,11
PLoS One,Gene Ther,12
PLoS One,Acta Neuropathol Commun,1
PLoS One,RNA,2
PLoS One,Parasit Vectors,2
PLoS One,Trends Parasitol,1
PLoS One,Virology,1
PLoS One,Haematologica,1
PLoS One,Autophagy,1
PLoS One,Tuberculosis (Edinb),1
PLoS One,Clin Epigenetics,2
PLoS One,Neurotherapeutics,4
PLoS One,Stem Cells Int,1
PLoS One,Annu Rev Biophys,3
PLoS One,Annu Rev Biochem,1
PLoS One,AIDS,4
PLoS One,EMBO Mol Med,8
PLoS One,J Intern Med,1
PLoS One,Gene,2
PLoS One,Mol Biol Cell,3
PLoS One,N Engl J Med,1
PLoS One,World J Microbiol Biotechnol,3
PLoS One,Neurochem Res,4
PLoS One,Arterioscler Thromb Vasc Biol,3
PLoS One,BMC Plant Biol,5
PLoS One,Cell Cycle,1
PLoS One,Matrix Biol,1
PLoS One,FEBS Lett,3
PLoS One,Time,1
PLoS One,?,1
PLoS One,Insect Sci,1
PLoS One,Exp Anim,2
PLoS One,J Assist Reprod Genet,2
PLoS One,Sci Signal,3
PLoS One,Curr Opin Microbiol,3
PLoS One,Cell Biosci,7
PLoS One,Mutat Res Rev Mutat Res,1
PLoS One,Insect Mol Biol,3
PLoS One,ISME J,15
PLoS One,Microbiology,10
PLoS One,Microbiologyopen,1
PLoS One,Structure,8
PLoS One,Circ Res,1
PLoS One,Antiviral Res,2
PLoS One,Acta Crystallogr D Struct Biol,2
PLoS One,BMC Microbiol,5
PLoS One,Biochem Pharmacol,4
PLoS One,Mob Genet Elements,5
PLoS One,Sheng Wu Gong Cheng Xue Bao,4
PLoS One,GM Crops Food,4
PLoS One,Curr Protoc Mouse Biol,2
PLoS One,Expert Opin Biol Ther,2
PLoS One,Environ Microbiol,16
PLoS One,Nat Genet,7
PLoS One,Discov Med,3
PLoS One,Curr Opin Plant Biol,2
PLoS One,PLoS Negl Trop Dis,7
PLoS One,Zhonghua Bing Li Xue Za Zhi,3
PLoS One,Int J Parasitol,2
PLoS One,Transpl Immunol,1
PLoS One,Ann N Y Acad Sci,1
PLoS One,Acta Biochim Biophys Sin (Shanghai),8
PLoS One,Biotechniques,4
PLoS One,Tumour Biol,2
PLoS One,PLoS Comput Biol,3
PLoS One,Gene Regul Syst Bio,2
PLoS One,BMC Syst Biol,1
PLoS One,Gastroenterology,3
PLoS One,Annu Rev Food Sci Technol,2
PLoS One,Dev Cell,9
